날짜,총자산,수익금,수익률
2025-01-14,97747.38449532643,138.240234375,0.14162631526143094
2025-01-15,101291.99004146029,924.5598449707031,0.9211751692363647
2025-01-15,116501.51031276156,956.9205436706543,0.828182908072982
2025-01-17,104845.56762014114,1190.0009078979492,1.1480337676426917
2025-01-17,120310.80841909134,1092.6306495666504,0.9164966870060277
2025-01-17,135678.57921300613,613.7209434509277,0.45438980302788784
2025-01-30,102182.63489968433,829.0796127319336,0.8180074299166337
2025-01-30,117495.2346845354,1016.3793029785156,0.8725869597954924
2025-01-30,132997.8844667162,1208.0200881958008,0.9166259438026163
2025-02-04,101345.97938008986,-2835.2006759643555,-2.7214134783642194
2025-02-05,104393.21149291989,832.3004379272461,0.8036820354788884
2025-02-05,120293.01193084713,1228.9200897216797,1.0321500552504976
2025-02-10,104417.97255924766,583.4402618408203,0.5618942455191192
2025-02-11,104507.4017107282,203.67955017089844,0.19527543787686644
2025-02-13,107188.28149997162,508.7091236114502,0.4768571079538545
2025-02-13,122761.37112437653,588.4998321533203,0.48169436138215793
2025-02-13,138419.8707467215,617.1194114685059,0.44782807708036887
2025-02-14,107285.20152478895,467.83929443359375,0.4379805723199587
2025-02-18,109395.17240905757,760.3202819824219,0.6998861480411834
2025-02-18,125229.89228820796,804.0802421569824,0.6462326658228968
2025-02-26,101764.7998527799,745.4207458496094,0.7378987600592675
2025-02-28,91494.78964939114,690.8996772766113,0.7608701317628392
2025-02-28,107519.43932666775,-4256.379888534546,-3.8079612553227866
2025-03-03,84237.12848080223,-5404.770257949829,-6.029290247076566
2025-03-04,84729.26340329304,-4341.119918823242,-4.873808506160697
2025-03-05,89542.3407658168,932.1008205413818,1.0519109542159413
2025-03-05,105280.49131284439,1077.1203994750977,1.0336713582620802
2025-03-05,121699.0918835231,-2756.1296939849854,-2.2145552906902553
2025-03-07,89017.29083380016,1270.4997062683105,1.4479158610162242
2025-03-07,105094.89018759044,-3154.0310230255127,-2.9136835616946524
2025-03-11,84755.68484671455,-3585.6797943115234,-4.058891108238914
2025-03-12,86596.93683463504,756.4994812011719,0.8812856790167667
2025-03-14,89834.15960197448,1398.7792510986328,1.581696426869927
2025-03-14,106030.55897789,1489.629560470581,1.4249247340461921
2025-03-14,122325.95834999083,-6259.679557800293,-4.86810164778209
2025-03-19,90132.16863340649,310.94920921325684,0.3461868044172901
2025-03-24,92479.45746743336,1228.0795097351074,1.3458202355085673
